query,status,systems
19525.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19526.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19527.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19528.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19529.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
1953.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19531.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19532.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
19533.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19536.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
19537.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19539.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19541.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
19542.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19543.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19545.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19546.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19548.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
1955.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19552.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19553.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19555.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
19556.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19557.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19558.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19559.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1956.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
19560.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19562.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19563.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19564.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19566.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19568.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19569.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1957.sql,excluded_postgres_disagrees,"[[""duckdb"", ""umbra""], [""postgres""]]"
19570.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19571.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
19572.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19573.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19574.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19575.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19576.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19578.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19579.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19580.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19581.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19583.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
19584.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19585.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19586.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1959.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
19591.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19593.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19594.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19597.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19599.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
196.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19600.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
19601.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19602.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19603.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19604.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19605.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19606.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19607.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19609.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19611.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19612.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19613.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
19614.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19615.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19617.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1962.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19620.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19621.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19622.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19625.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19626.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19627.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19629.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1963.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19630.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19631.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19633.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19634.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19635.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19637.sql,included,"[[""duckdb"", ""postgres""], [""umbra""]]"
19639.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19640.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19641.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19642.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19643.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19644.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19645.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19646.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19647.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19649.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1965.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19650.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19651.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19652.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19654.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19655.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
19656.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19658.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19659.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1966.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
19660.sql,excluded_invalid,"[[""postgres""], [""umbra""]]"
19661.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19663.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19664.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19666.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19667.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19669.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19670.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19673.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19675.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19676.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19677.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19678.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19679.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
1968.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
19680.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19683.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19684.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19685.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19688.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19689.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1969.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
19691.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19692.sql,included,"[[""duckdb"", ""postgres""], [""umbra""]]"
19694.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19696.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19697.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19699.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19700.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19701.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19702.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19703.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19704.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19705.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19706.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19707.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19708.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
19709.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1971.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19710.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19711.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19712.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19714.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19715.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19717.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1972.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
19720.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19721.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19722.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19725.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19727.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19731.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19734.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19735.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19736.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19737.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19738.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19739.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1974.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
19743.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19744.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19745.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19747.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19749.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19752.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19753.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19755.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19756.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19758.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1976.sql,excluded_invalid,"[[""umbra""], [""duckdb""]]"
19760.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19763.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19764.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19766.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19767.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1977.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
19770.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19771.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19772.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19773.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19774.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19775.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19778.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19779.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19780.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19782.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19783.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19784.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19785.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19786.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19787.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19790.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19791.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19792.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19794.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19795.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19796.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19797.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19800.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19801.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19802.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19803.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19804.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19805.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19806.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19809.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19811.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19812.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19813.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19814.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19816.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19819.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19820.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19821.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19822.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19823.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19824.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19826.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19829.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1983.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
19830.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19832.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
19833.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19834.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19835.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
19836.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19838.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19840.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19841.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19843.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19845.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19846.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19847.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19850.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19851.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19852.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19855.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19857.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19859.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1986.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19861.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19863.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19865.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19866.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1987.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19870.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19873.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19875.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19876.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19877.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19878.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1988.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
19880.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19881.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19882.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19883.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19886.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19887.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19888.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19889.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19890.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19892.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19893.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19894.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19895.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19898.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19899.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
199.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
1990.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19900.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19901.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19902.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19903.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19904.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19905.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
19906.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
19907.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1991.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
19910.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19911.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19912.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19914.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19916.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19917.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19918.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19919.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1992.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19920.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19922.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19923.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19924.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19925.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19926.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19927.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19930.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19933.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
19935.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19936.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19937.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19938.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19940.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19941.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19942.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19943.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19945.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19948.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19950.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19953.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19954.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19955.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19956.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
19958.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1996.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19960.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19961.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19963.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19965.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19966.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19967.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
1997.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19970.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19973.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19975.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19976.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
19977.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19978.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
19980.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
